Codigo del diagnostico,Nombre del diagnostico,Sexo del diagnostico
M051,ENFERMEDAD REUMATOIDE DEL PULMON,A
M052,VASCULITIS REUMATOIDE,A
M053,ARTRITIS REUMATOIDE CON COMPROMISO DE OTROS ORGANOS O SISTEMAS,A
M058,OTRAS ARTRITIS REUMATOIDEAS SEROPOSITIVAS,A
M059,ARTRITIS REUMATOIDEA SEROPOSITIVA. SIN OTRA ESPECIFICACION,A
M060,ARTRITIS REUMATOIDE SERONEGATIVA,A
M061,ENFERMEDAD DE STILL DE COMIENZO EN EL ADULTO,A
M062,BURSITIS REUMATOIDE,A
M063,NODULO REUMATOIDE,A
M064,POLIARTROPATIA INFLAMATORIA,A
M068,OTRAS ARTRITIS REUMATOIDES ESPECIFICADAS,A
M069,ARTRITIS REUMATOIDE. NO ESPECIFICADA,A
M070,ARTROPATIA PSORIASICA INTERFALANGICA DISTAL,A
M071,ARTRITIS MUTILANTE,A
M072,ESPONDILITIS PSORIASICA,A
M073,OTRAS ARTROPATIAS PSORIASICAS,A
M074,ARTROPATIA EN LA ENFERMEDAD DE CROHN [ENTERITIS REGIONAL],A
M075,ARTROPATIA EN LA COLITIS ULCERATIVA,A
M076,OTRAS ARTROPATIAS ENTEROPATICAS,A
M080,ARTRITIS REUMATOIDE JUVENIL,A
M081,ESPONDILITIS ANQUILOSANTE JUVENIL,A
M082,ARTRITIS JUVENIL DE COMIENZO GENERALIZADO,A
M083,POLIARTRITIS JUVENIL (SERONEGATIVA),A
M084,ARTRITIS JUVENIL PAUCIARTICULAR,A
M088,OTRAS ARTRITIS JUVENILES,A
M089,ARTRITIS JUVENIL. NO ESPECIFICADA,A
M090,ARTRITIS JUVENIL EN LA PSORIASIS,A
M091,ARTRITIS JUVENIL EN LA ENFERMEDAD DE CROHN [ENTERITIS REGIONAL],A
M092,ARTRITIS JUVENIL EN LA COLITIS ULCERATIVA,A
M098,ARTRITIS JUVENIL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,A
M100,GOTA IDIOPATICA,A
M101,GOTA SATURNINA,A
M102,GOTA INDUCIDA POR DROGAS,A
M103,GOTA DEBIDA A ALTERACION DE LA FUNCION RENAL,A
M104,OTRAS GOTAS SECUNDARIAS,A
M109,GOTA. NO ESPECIFICADA,A
M110,ENFERMEDAD POR DEPOSITO DE HIDROXIAPATITA,A
M111,CONDROCALCINOSIS FAMILIAR,A
M112,OTRAS CONDROCALCINOSIS,A
M118,OTRAS ARTROPATIAS POR CRISTALES. ESPECIFICADAS,A
M119,ARTROPATIA POR CRISTALES. NO ESPECIFICADA,A
M120,ARTROPATIA POSTRAUMATICA CRONICA [DE JACCOUD],A
M121,ENFERMEDAD DE KASCHIN-BECK,A
M122,SINOVITIS VELLONODULAR (PIGMENTADA),A
M123,REUMATISMO PALINDROMICO,A
M124,HIDRARTROSIS INTERMITENTE,A
M125,ARTROPATIA TRAUMATICA,A
M128,OTRAS ARTROPATIAS ESPECIFICAS. NO CLASIFICADAS EN OTRA PARTE,A
M130,POLIARTRITIS. NO ESPECIFICADA,A
M131,MONOARTRITIS. NO CLASIFICADA EN OTRA PARTE,A
M138,OTRAS ARTRITIS ESPECIFICADAS,A
M139,ARTRITIS. NO ESPECIFICADA,A
M140,ARTROPATIA GOTOSA DEBIDA A DEFECTOS ENZIMATICOS Y A OTROS TRASTORNOS HEREDITARIOS. CLASIFICADOS EN OTRA PARTE,A
M141,ARTROPATIA POR CRISTALES EN OTROS TRASTORNOS METABOLICOS,A
M142,ARTROPATIA DIABETICA,A
M143,DERMATOARTRITIS LIPOIDE,A
M144,ARTROPATIA EN LA AMILOIDOSIS,A
M145,ARTROPATIA EN OTROS TRASTORNOS ENDOCRINOS. METABOLICOS Y NUTRICIONALES,A
M146,ARTROPATIA NEUROPATICA,A
M148,ARTROPATIA EN OTRAS ENFERMEDADES ESPECIFICADAS. CLASIFICADAS EN OTRA PARTE,A
M150,(OSTEO)ARTROSIS PRIMARIA GENERALIZADA,A
M151,NODULOS DE HEBERDEN (CON ARTROPATIA),A
M152,NODULOS DE BOUCHARD (CON ARTROPATIA),A
M153,ARTROSIS SECUNDARIA MULTIPLE,A
M154,(OSTEO)ARTROSIS EROSIVA,A
M158,OTRAS POLIARTROSIS,A
M159,POLIARTROSIS. NO ESPECIFICADA,A
M160,COXARTROSIS PRIMARIA. BILATERAL,A
M161,OTRAS COXARTROSIS PRIMARIAS,A
M162,COXARTROSIS A CONSECUENCIA DE DISPLASIA. BILATERAL,A
M163,OTRAS COXARTROSIS DISPLASICAS,A
M164,COXARTROSIS POSTRAUMATICA. BILATERAL,A
M165,OTRA COXARTROSIS POSTRAUMATICA,A
M166,OTRA COXARTROSIS SECUNDARIA. BILATERAL,A
M167,OTRAS COXARTROSIS SECUNDARIAS,A
M169,COXARTROSIS. NO ESPECIFICADA,A
M170,GONARTROSIS PRIMARIA. BILATERAL,A
M171,OTRAS GONARTROSIS PRIMARIAS,A
M172,GONARTROSIS POSTRAUMATICA. BILATERAL,A
M173,OTRAS GONARTROSIS POSTRAUMATICAS,A
M174,OTRAS GONARTROSIS SECUNDARIAS. BILATERALES,A
M175,OTRAS GONARTROSIS SECUNDARIAS,A
M179,GONARTROSIS. NO ESPECIFICADA,A
M180,ARTROSIS PRIMARIA DE LA PRIMERA ARTICULACION CARPOMETACARPIANA. BILATERAL,A
M181,OTRAS ARTROSIS PRIMARIAS DE LA PRIMERA ARTICULACION CARPOMETACARPIANA,A
M182,ARTROSIS POSTRAUMATICA DE LA PRIMERA ARTICULACION CARPOMETACARPIANA. BILATERAL,A
M183,OTRAS ARTROSIS POSTRAUMATICAS DE LA PRIMERA ARTICULACION CARPOMETACARPIANA,A
M184,OTRAS ARTROSIS SECUNDARIAS DE LA PRIMERA ARTICULACION CARPOMETACARPIANA. BILATERALES,A
M185,OTRAS ARTROSIS SECUNDARIAS DE LA PRIMERA ARTICULACION CARPOMETACARPIANA,A
M189,ARTROSIS DE LA PRIMERA ARTICULACION CARPOMETACARPIANA. SIN OTRA ESPECIFICACION,A
M190,ARTROSIS PRIMARIA DE OTRAS ARTICULACIONES,A
M191,ARTROSIS POSTRAUMATICA DE OTRAS ARTICULACIONES,A
M192,OTRAS ARTROSIS SECUNDARIAS,A
M198,OTRAS ARTROSIS ESPECIFICADAS,A
M199,ARTROSIS. NO ESPECIFICADA,A
M200,DEFORMIDAD DE DEDO(S) DE LA MANO,A
M201,HALLUX VALGUS (ADQUIRIDO),A
M202,HALLUX RIGIDUS,A
M203,OTRAS DEFORMIDADES DEL HALLUX (ADQUIRIDAS),A
M204,OTRO(S) DEDO(S) DEL PIE EN MARTILLO (ADQUIRIDOS),A
M205,OTRAS DEFORMIDADES (ADQUIRIDAS) DEL (DE LOS) DEDO(S) DEL PIE,A
M206,DEFORMIDADES ADQUIRIDAS DE LOS DEDOS DEL PIE. NO ESPECIFICADAS,A
M210,DEFORMIDAD EN VALGO. NO CLASIFICADA EN OTRA PARTE,A
M211,DEFORMIDAD EN VARO. NO CLASIFICADA EN OTRA PARTE,A
M212,DEFORMIDAD EN FLEXION,A
M213,MUNECA O PIE EN PENDULO (ADQUIRIDO),A
M214,PIE PLANO [PES PLANUS] (ADQUIRIDO),A
M215,MANO O PIE EN GARRA O EN TALIPES. PIE EQUINOVARO O ZAMBO ADQUIRIDOS,A
M216,OTRAS DEFORMIDADES ADQUIRIDAS DEL TOBILLO Y DEL PIE,A
M217,LONGITUD DESIGUAL DE LOS MIEMBROS (ADQUIRIDA),A
M218,OTRAS DEFORMIDADES ADQUIRIDAS DE LOS MIEMBROS. ESPECIFICADAS,A
M219,DEFORMIDAD ADQUIRIDA DEL MIEMBRO. NO ESPECIFICADA,A
M220,LUXACION RECIDIVANTE DE LA ROTULA,A
M221,SUBLUXACION RECIDIVANTE DE LA ROTULA,A
M222,TRASTORNOS ROTULOFEMORALES,A
M223,OTROS DESARREGLOS DE LA ROTULA,A
M224,CONDROMALACIA DE LA ROTULA,A
M228,OTROS TRASTORNOS DE LA ROTULA,A
M229,TRASTORNO DE LA ROTULA. NO ESPECIFICADO,A
M230,MENISCO QUISTICO,A
M231,MENISCO DISCOIDE (CONGENITO),A
M232,TRASTORNO DE MENISCO DEBIDO A DESGARRO O LESION ANTIGUA,A
M233,OTROS TRASTORNOS DE LOS MENISCOS,A
M234,CUERPO FLOTANTE EN LA RODILLA,A
M235,INESTABILIDAD CRONICA DE LA RODILLA,A
M236,OTRA RUPTURA ESPONTANEA DEL (DE LOS) LIGAMENTO(S) DE LA RODILLA,A
M238,OTROS TRASTORNOS INTERNOS DE LA RODILLA,A
M239,TRASTORNO INTERNO DE LA RODILLA. NO ESPECIFICADO,A
M240,CUERPO FLOTANTE ARTICULAR,A
M241,OTROS TRASTORNOS DEL CARTILAGO ARTICULAR,A
M242,TRASTORNO DEL LIGAMENTO,A
M243,LUXACION Y SUBLUXACION PATOLOGICA DE LA ARTICULACION. NO CLASIFICADA EN OTRA PARTE,A
M244,LUXACION Y SUBLUXACION RECIDIVANTE DE LA ARTICULACION,A
M245,CONTRACTURA ARTICULAR,A
M246,ANQUILOSIS ARTICULAR,A
M247,PROTRUSION DE ACETABULO,A
M248,OTRAS LESIONES ARTICULARES ESPECIFICAS. NO CLASIFICADAS EN OTRA PARTE,A
M249,DESARREGLO ARTICULAR. NO ESPECIFICADO,A
M250,HEMARTROSIS,A
M251,FISTULA ARTICULAR,A
M252,ARTICULACION INESTABLE,A
M253,OTRAS INESTABILIDADES ARTICULARES,A
M254,DERRAME ARTICULAR,A
M255,DOLOR EN ARTICULACION,A
M256,RIGIDEZ ARTICULAR. NO CLASIFICADA EN OTRA PARTE,A
M257,OSTEOFITO,A
M258,OTROS TRASTORNOS ARTICULARES ESPECIFICADOS,A
M259,TRASTORNO ARTICULAR. NO ESPECIFICADO,A
M300,POLIARTERITIS NUDOSA,A
M301,POLIARTERITIS CON COMPROMISO PULMONAR [CHURG-STRAUSS],A
M302,POLIARTERITIS JUVENIL,A
M303,SINDROME MUCOCUTANEO LINFONODULAR [KAWASAKI],A
M308,OTRAS AFECCIONES RELACIONADAS CON LA POLIARTERITIS NUDOSA,A
M310,ANGIITIS DEBIDA A HIPERSENSIBILIDAD,A
M311,MICROANGIOPATIA TROMBOTICA,A
M312,GRANULOMA LETAL DE LA LINEA MEDIA,A
M313,GRANULOMATOSIS DE WEGENER,A
M314,SINDROME DEL CAYADO DE LA AORTA [TAKAYASU],A
M315,ARTERITIS DE CELULAS GIGANTES CON POLIMIALGIA REUMATICA,A
M316,OTRAS ARTERITIS DE CELULAS GIGANTES,A
M317,POLIANGIITIS MICROSCOPICA,A
M318,OTRAS VASCULOPATIAS NECROTIZANTES ESPECIFICADAS,A
M319,VASCULOPATIA NECROTIZANTE. NO ESPECIFICADA,A
M320,LUPUS ERITEMATOSO SISTEMICO. INDUCIDO POR DROGAS,A
M321,LUPUS ERITEMATOSO SISTEMICO CON COMPROMISO DE ORGANOS O SISTEMAS,A
M328,OTRAS FORMAS DE LUPUS ERITEMATOSO SISTEMICO,A
M329,LUPUS ERITEMATOSO SISTEMICO. SIN OTRA ESPECIFICACION,A
M330,DERMATOMIOSITIS JUVENIL,A
M331,OTRAS DERMATOMIOSITIS,A
M332,POLIMIOSITIS,A
M339,DERMATOPOLIMIOSITIS. NO ESPECIFICADA,A
M340,ESCLEROSIS SISTEMICA PROGRESIVA,A
M341,SINDROME CR(E)ST,A
M342,ESCLEROSIS SISTEMICA INDUCIDA POR DROGAS O PRODUCTOS QUIMICOS,A
M348,OTRAS FORMAS DE ESCLEROSIS SISTEMICA,A
M349,ESCLEROSIS SISTEMICA. NO ESPECIFICADA,A
M350,SINDROME SECO [SJGREN],A
M351,OTROS SINDROMES SUPERPUESTOS,A
M352,ENFERMEDAD DE BEHCET,A
M353,POLIMIALGIA REUMATICA,A
M354,FASCITIS DIFUSA (EOSINOFILICA),A
M355,FIBROSCLEROSIS MULTIFOCAL,A
M356,PANICULITIS RECIDIVANTE [WEBER-CHRISTIAN],A
M357,SINDROME DE HIPERMOVILIDAD,A
M358,OTRAS ENFERMEDADES ESPECIFICADAS CON COMPROMISO SISTEMICO DEL TEJIDO CONJUNTIVO,A
M359,COMPROMISO SISTEMICO DEL TEJIDO CONJUNTIVO. NO ESPECIFICADO,A
M360,DERMATO(POLI)MIOSITIS EN ENFERMEDAD NEOPLASICA,A
M361,ARTROPATIA EN ENFERMEDAD NEOPLASICA,A
M362,ARTROPATIA HEMOFILICA,A
M363,ARTROPATIA EN OTROS TRASTORNOS DE LA SANGRE,A
M364,ARTROPATIA EN REACCIONES DE HIPERSENSIBILIDAD CLASIFICADAS EN OTRA PARTE,A
M368,TRASTORNOS SISTEMICOS DEL TEJIDO CONJUNTIVO EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,A
M400,CIFOSIS POSTURAL,A
M401,OTRAS CIFOSIS SECUNDARIAS,A
M402,OTRAS CIFOSIS Y LAS NO ESPECIFICADAS,A
M403,SINDROME DE ESPALDA PLANA,A
M404,OTRAS LORDOSIS,A
M405,LORDOSIS. NO ESPECIFICADA,A
M410,ESCOLIOSIS IDIOPATICA INFANTIL,A
M411,ESCOLIOSIS IDIOPATICA JUVENIL,A
M412,OTRAS ESCOLIOSIS IDIOPATICAS,A
M413,ESCOLIOSIS TORACOGENICA,A
M414,ESCOLIOSIS NEUROMUSCULAR,A
M415,OTRAS ESCOLIOSIS SECUNDARIAS,A
M418,OTRAS FORMAS DE ESCOLIOSIS,A
M419,ESCOLIOSIS. NO ESPECIFICADA,A
M420,OSTEOCONDROSIS JUVENIL DE LA COLUMNA VERTEBRAL,A
M421,OSTEOCONDROSIS DE LA COLUMNA VERTEBRAL DEL ADULTO,A
M429,OSTEOCONDROSIS VERTEBRAL. NO ESPECIFICADA,A
M430,ESPONDILOLISIS,A
M431,ESPONDILOLISTESIS,A
M432,OTRAS FUSIONES DE LA COLUMNA VERTEBRAL,A
M433,SUBLUXACION ATLANTO-AXOIDEA RECURRENTE. CON MIELOPATIA,A
M434,OTRAS SUBLUXACIONES ATLANTO-AXOIDEAS RECURRENTES,A
M435,OTRAS SUBLUXACIONES VERTEBRALES RECURRENTES,A
M436,TORTICOLIS,A
M438,OTRAS DORSOPATIAS DEFORMANTES DE LA COLUMNA VERTEBRAL ESPECIFICADAS,A
M439,DORSOPATIA DEFORMANTE. NO ESPECIFICADA,A
M450,ESPONDILITIS ANQUILOSANTE. SITIOS MULTIPLES DE LA COLUMNA VERTEBRAL,A
M451,ESPONDILITIS ANQUILOSANTE. REGION OCCIPITOCERVICAL,A
M452,ESPONDILITIS ANQUILOSANTE. REGION CERVICAL,A
M453,ESPONDILITIS ANQUILOSANTE. REGION CERVICOTORÁCICA,A
M454,ESPONDILITIS ANQUILOSANTE. REGION TORÁCICA,A
M455,ESPONDILITIS ANQUILOSANTE. REGION TORACOLUMBAR,A
M456,ESPONDILITIS ANQUILOSANTE. REGION LUMBAR,A
M457,ESPONDILITIS ANQUILOSANTE. REGION LUMBOSACRA,A
M458,ESPONDILITIS ANQUILOSANTE. REGION SACRA Y SACROCOCCIGEA,A
M459,ESPONDILITIS ANQUILOSANTE. SITIO NO ESPECIFICADO,A
M45X,ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO (M00-M99),A
M460,ENTESOPATIA VERTEBRAL,A
M461,SACROILIITIS. NO CLASIFICADA EN OTRA PARTE,A
M462,OSTEOMIELITIS DE VERTEBRA,A
M463,INFECCION DE DISCO INTERVERTEBRAL (PIOGENA),A
M464,DISCITIS. NO ESPECIFICADA,A
M465,OTRAS ESPONDILOPATIAS INFECCIOSAS,A
M468,OTRAS ESPONDILOPATIAS INFLAMATORIAS ESPECIFICADAS,A
M469,ESPONDILOPATIA INFLAMATORIA. NO ESPECIFICADA,A
M470,SINDROMES DE COMPRESION DE LA ARTERIA ESPINAL O VERTEBRAL ANTERIOR,A
M471,OTRAS ESPONDILOSIS CON MIELOPATIA,A
M472,OTRAS ESPONDILOSIS CON RADICULOPATIA,A
M478,OTRAS ESPONDILOSIS,A
M479,ESPONDILOSIS. NO ESPECIFICADA,A
M480,ESTENOSIS ESPINAL,A
M481,HIPEROSTOSIS ANQUILOSANTE [FORESTIER],A
M482,ESPONDILOPATIA INTERESPINOSA (VERTEBRAS EN BESO),A
M483,ESPONDILOPATIA TRAUMATICA,A
M484,FRACTURA DE VERTEBRA POR FATIGA,A
M485,VERTEBRA COLAPSADA. NO CLASIFICADA EN OTRA PARTE,A
M488,OTRAS ESPONDILOPATIAS ESPECIFICADAS,A
M489,ESPONDILOPATIA. NO ESPECIFICADA,A
M490,TUBERCULOSIS DE LA COLUMNA VERTEBRAL,A
M491,ESPONDILITIS POR BRUCELOSIS,A
M492,ESPONDILITIS POR ENTEROBACTERIAS,A
M493,ESPONDILOPATIA EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,A
M494,ESPONDILOPATIA NEUROPATICA,A
M495,VERTEBRA COLAPSADA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,A
M498,ESPONDILOPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,A
M500,TRASTORNO DE DISCO CERVICAL CON MIELOPATIA,A
M501,TRASTORNO DE DISCO CERVICAL CON RADICULOPATIA,A
M502,OTROS DESPLAZAMIENTOS DE DISCO CERVICAL,A
M503,OTRAS DEGENERACIONES DE DISCO CERVICAL,A
M508,OTROS TRASTORNOS DE DISCO CERVICAL,A
M509,TRASTORNO DE DISCO CERVICAL. NO ESPECIFICADO,A
M510,TRASTORNOS DE DISCOS INTERVERTEBRALES LUMBARES Y OTROS. CON MIELOPATIA,A
M511,TRASTORNOS DE DISCO LUMBAR Y OTROS. CON RADICULOPATIA,A
M512,OTROS DESPLAZAMIENTOS ESPECIFICADOS DE DISCO INTERVERTEBRAL,A
M513,OTRAS DEGENERACIONES ESPECIFICADAS DE DISCO INTERVERTEBRAL,A
M514,NODULOS DE SCHMORL,A
M518,OTROS TRASTORNOS ESPECIFICADOS DE LOS DISCOS INTERVERTEBRALES,A
M519,TRASTORNO DE LOS DISCOS INTERVERTEBRALES. NO ESPECIFICADO,A
M530,SINDROME CERVICOCRANEAL,A
M531,SINDROME CERVICOBRAQUIAL,A
M532,INESTABILIDAD DE LA COLUMNA VERTEBRAL,A
M533,TRASTORNOS SACROCOCCIGEOS. NO CLASIFICADOS EN OTRA PARTE,A
M538,OTRAS DORSOPATIAS ESPECIFICADAS,A
M539,DORSOPATIA. NO ESPECIFICADA,A
M540,PANICULITIS QUE AFECTA REGIONES DEL CUELLO Y DE LA ESPALDA,A
M541,RADICULOPATIA,A
M542,CERVICALGIA,A
M543,CIATICA,A
M544,LUMBAGO CON CIATICA,A
M545,LUMBAGO NO ESPECIFICADO,A
M546,DOLOR EN LA COLUMNA DORSAL,A
M548,OTRAS DORSALGIAS,A
M549,DORSALGIA. NO ESPECIFICADA,A
M600,MIOSITIS INFECCIOSA,A
M601,MIOSITIS INTERSTICIAL,A
M602,GRANULOMA POR CUERPO EXTRANO EN TEJIDO BLANDO. NO CLASIFICADO EN OTRA PARTE,A
M608,OTRAS MIOSITIS,A
M609,MIOSITIS. NO ESPECIFICADA,A
M610,MIOSITIS OSIFICANTE TRAUMATICA,A
M611,MIOSITIS OSIFICANTE PROGRESIVA,A
M612,CALCIFICACION Y OSIFICACION PARALITICA DEL MUSCULO,A
M613,CALCIFICACION Y OSIFICACION DE LOS MUSCULOS ASOCIADAS CON QUEMADURAS,A
M614,OTRAS CALCIFICACIONES DEL MUSCULO,A
M615,OTRAS OSIFICACIONES DEL MUSCULO,A
M619,CALCIFICACION Y OSIFICACION DEL MUSCULO. NO ESPECIFICADA,A
M620,DIASTASIS DEL MUSCULO,A
M621,OTROS DESGARROS (NO TRAUMATICOS) DEL MUSCULO,A
M622,INFARTO ISQUEMICO DEL MUSCULO,A
M623,SINDROME DE INMOVILIDAD (PARAPLEJICO),A
M624,CONTRACTURA MUSCULAR,A
M625,ATROFIA Y DESGASTE MUSCULARES. NO CLASIFICADOS EN OTRA PARTE,A
M626,DISTENSION MUSCULAR,A
M628,OTROS TRASTORNOS ESPECIFICADOS DE LOS MUSCULOS,A
M629,TRASTORNO MUSCULAR. NO ESPECIFICADO,A
M630,MIOSITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE,A
M631,MIOSITIS EN INFECCIONES POR PROTOZOARIOS Y PARASITOS CLASIFICADOS EN OTRA PARTE,A
M632,MIOSITIS EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE,A
M633,MIOSITIS EN SARCOIDOSIS,A
M638,OTROS TRASTORNOS DE LOS MUSCULOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,A
M650,ABSCESO DE VAINA TENDINOSA,A
M651,OTRAS (TENO)SINOVITIS INFECCIOSAS,A
M652,TENDINITIS CALCIFICADA,A
M653,DEDO EN GATILLO,A
M654,TENOSINOVITIS DE ESTILOIDES RADIAL [DE QUERVAIN],A
M658,OTRAS SINOVITIS Y TENOSINOVITIS,A
M659,SINOVITIS Y TENOSINOVITIS. NO ESPECIFICADA,A
M660,RUPTURA DE QUISTE SINOVIAL POPLITEO,A
M661,RUPTURA DE LA SINOVIA,A
M662,RUPTURA ESPONTANEA DE TENDONES EXTENSORES,A
M663,RUPTURA ESPONTANEA DE TENDONES FLEXORES,A
M664,RUPTURA ESPONTANEA DE OTROS TENDONES,A
M665,RUPTURA ESPONTANEA DE TENDON NO ESPECIFICADO,A
M670,ACORTAMIENTO DEL TENDON DE AQUILES (ADQUIRIDO),A
M671,OTRAS CONTRACTURAS DE TENDON (VAINA),A
M672,HIPERTROFIA SINOVIAL. NO CLASIFICADA EN OTRA PARTE,A
M673,SINOVITIS TRANSITORIA,A
M674,GANGLION,A
M678,OTROS TRASTORNOS ESPECIFICADOS DE LA SINOVIA Y DEL TENDON,A
M679,TRASTORNO SINOVIAL Y TENDINOSO. NO ESPECIFICADO,A
M680,SINOVITIS Y TENOSINOVITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE,A
M688,OTROS TRASTORNOS SINOVIALES Y TENDINOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,A
M700,SINOVITIS CREPITANTE CRONICA DE LA MANO Y DE LA MUNECA,A
M701,BURSITIS DE LA MANO,A
M702,BURSITIS DEL OLECRANON,A
M703,OTRAS BURSITIS DEL CODO,A
M704,OTRAS BURSITIS PRERROTULIANAS,A
M705,OTRAS BURSITIS DE LA RODILLA,A
M706,BURSITIS DEL TROCANTER,A
M707,OTRAS BURSITIS DE LA CADERA,A
M708,OTROS TRASTORNOS DE LOS TEJIDOS BLANDOS RELACIONADOS CON EL USO. EL USO EXCESIVO Y LA PRESION,A
M709,TRASTORNO NO ESPECIFICADO DE LOS TEJIDOS BLANDOS RELACIONADO CON EL USO. EL USO EXCESIVO Y LA PRESION,A
M710,ABSCESO DE LA BOLSA SINOVIAL,A
M711,OTRAS BURSITIS INFECCIOSAS,A
M712,QUISTE SINOVIAL DEL HUECO POPLITEO [DE BAKER],A
M713,OTROS QUISTES DE LA BOLSA SEROSA,A
M714,DEPOSITO DE CALCIO  EN LA BOLSA SEROSA,A
M715,OTRAS BURSITIS. NO CLASIFICADAS EN OTRA PARTE,A
M718,OTROS TRASTORNOS ESPECIFICADOS DE LA BOLSA SEROSA,A
M719,BURSOPATIA. NO ESPECIFICADA,A
M720,FIBROMATOSIS DE LA APONEUROSIS PALMAR [DUPUYTREN],A
M721,NODULOS INTERFALANGICOS,A
M722,FIBROMATOSIS DE LA APONEUROSIS PLANTAR,A
M724,FIBROMATOSIS SEUDOSARCOMATOSA,A
M726,FASCITIS NECROTIZANTE,A
M728,OTROS TRASTORNOS FIBROBLASTICOS,A
M729,TRASTORNO FIBROBLASTICO. NO ESPECIFICADO,A
M730,BURSITIS GONOCOCICA,A
M731,BURSITIS SIFILITICA,A
M738,OTROS TRASTORNOS DE LOS TEJIDOS BLANDOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,A
M750,CAPSULITIS ADHESIVA DEL HOMBRO,A
M751,SINDROME DEL MANGUITO ROTATORIO,A
M752,TENDINITIS DEL BICEPS,A
M753,TENDINITIS CALCIFICANTE DEL HOMBRO,A
M754,SINDROME DE ABDUCCION DOLOROSA DEL HOMBRO,A
M755,BURSITIS DEL HOMBRO,A
M758,OTRAS LESIONES DEL HOMBRO,A
M759,LESION DEL HOMBRO. NO ESPECIFICADA,A
M760,TENDINITIS DEL GLUTEO,A
M761,TENDINITIS DEL PSOAS,A
M762,ESPOLON DE LA CRESTA ILIACA,A
M763,SINDROME DEL TENDON DEL TENSOR DE LA FASCIA LATA,A
M764,BURSITIS TIBIAL COLATERAL [PELLEGRINI-STIEDA],A
M765,TENDINITIS ROTULIANA,A
M766,TENDINITIS AQUILIANA,A
M767,TENDINITIS PERONEAL,A
M768,OTRAS ENTESOPATIAS DEL MIEMBRO INFERIOR. EXCLUIDO EL PIE,A
M769,ENTESOPATIA DEL MIEMBRO INFERIOR. NO ESPECIFICADA,A
M770,EPICONDILITIS MEDIA,A
M771,EPICONDILITIS LATERAL,A
M772,PERIARTRITIS DE LA MUNECA,A
M773,ESPOLON CALCANEO,A
M774,METATARSALGIA,A
M775,OTRAS ENTESOPATIAS DEL PIE,A
M778,OTRAS ENTESOPATIAS. NO CLASIFICADAS EN OTRA PARTE,A
M779,ENTESOPATIA. NO ESPECIFICADA,A
M790,REUMATISMO. NO ESPECIFICADO,A
M791,MIALGIA,A
M792,NEURALGIA Y NEURITIS. NO ESPECIFICADAS,A
M793,PANICULITIS. NO ESPECIFICADA,A
M794,HIPERTROFIA DE PAQUETE ADIPOSO (INFRARROTULIANO),A
M795,CUERPO EXTRANO RESIDUAL EN TEJIDO BLANDO,A
M796,DOLOR EN MIEMBRO,A
M797,FIBROMIALGIA,A
M798,OTROS TRASTORNOS ESPECIFICADOS DE LOS TEJIDOS BLANDOS,A
M799,TRASTORNO DE LOS TEJIDOS BLANDOS. NO ESPECIFICADO,A
M800,OSTEOPOROSIS POSTMENOPAUSICA. CON FRACTURA PATOLOGICA,F
M801,OSTEOPOROSIS POSTOOFORECTOMIA. CON FRACTURA PATOLOGICA,F
M802,OSTEOPOROSIS POR DESUSO. CON FRACTURA PATOLOGICA,A
M803,OSTEOPOROSIS POR MALABSORCION POSTQUIRURGICA. CON FRACTURA PATOLOGICA,A
M804,OSTEOPOROSIS INDUCIDA POR DROGAS. CON FRACTURA PATOLOGICA,A
M805,OSTEOPOROSIS IDIOPATICA. CON FRACTURA PATOLOGICA,A
M808,OTRAS OSTEOPOROSIS. CON FRACTURA PATOLOGICA,A
M809,OSTEOPOROSIS NO ESPECIFICADA. CON FRACTURA PATOLOGICA,A
M810,OSTEOPOROSIS POSTMENOPAUSICA. SIN FRACTURA PATOLOGICA,F
M811,OSTEOPOROSIS POSTOOFORECTOMIA. SIN FRACTURA PATOLOGICA,F
M812,OSTEOPOROSIS POR DESUSO. SIN FRACTURA PATOLOGICA,A
M813,OSTEOPOROSIS POR MALABSORCION POSTQUIRURGICA. SIN FRACTURA PATOLOGICA,A
M814,OSTEOPOROSIS INDUCIDA POR DROGAS. SIN FRACTURA PATOLOGICA,A
M815,OSTEOPOROSIS IDIOPATICA. SIN FRACTURA PATOLOGICA,A
M816,OSTEOPOROSIS LOCALIZADA [LEQUESNE]. SIN FRACTURA PATOLOGICA,A
M818,OTRAS OSTEOPOROSIS. SIN FRACTURA PATOLOGICA,A
