423304,INYECCION (ESCLEROSIS) DE VARICES ESOFAGICAS VIA ENDOSCOPICA,Z
423305,LIGADURA DE VARICES ESOFAGICAS VIA ENDOSCOPICA,Z
423306,ABLACION DE LESION ESOFAGICA VIA ENDOSCOPICA,Z
427200,ESOFAGOTOMIA TRANSTORACICA CON MIOTOMIA SOD,Z
427300,ESOFAGOTOMIA CON MIOTOMIA EN ESPIRAL SOD,Z
427401,ESOFAGOCARDIOMIOTOMIA ABDOMINAL O TORACICA [HELLER] VIA ABIERTA,Z
427402,ESOFAGOCARDIOMIOTOMIA ABDOMINAL O TORACICA [HELLER] POR LAPAROSCOPIA,Z
428100,INSERCION DE TUBO O PROTESIS (STENT) PERMANENTE EN ESOFAGO SOD,Z
428201,ESOFAGORRAFIA POR CERVICOTOMIA,Z
428202,ESOFAGORRAFIA POR TORACOTOMIA,Z
428203,ESOFAGORRAFIA POR TORACOSCOPIA,Z
428300,CIERRE DE ESOFAGOSTOMIA SOD,Z
428500,REPARACION DE ESTENOSIS ESOFAGICA SOD,Z
428701,REPARACION DE ATRESIA ESOFAGICA VIA ABIERTA,Z
428702,REPARACION DE ATRESIA ESOFAGICA POR TORACOSCOPIA,Z
429102,LIGADURA DE VARICES ESOFAGICAS POR TRANSECCION GASTRICA,Z
429103,LIGADURA DE VARICES ESOFAGICAS POR TORACOTOMIA,Z
429104,LIGADURA DE VARICES ESOFAGICAS POR TORACOSCOPICA,Z
429209,DILATACION ESOFAGICA CON DISPOSITIVO,Z
429301,INSERCION DE DISPOSITIVO EN ESOFAGO VIA ENDOSCOPICA,Z
429401,EXTRACCION DE CUERPO EXTRAÑO O LESION LOCALIZADA EN ESOFAGO CON REPARO PRIMARIO  VIA CERVICAL,Z
429402,EXTRACCION DE CUERPO EXTRAÑO O LESION LOCALIZADA EN ESOFAGO CON REPARO PRIMARIO  VIA TRANSTORACICA,Z
429405,EXTRACCION ENDOSCOPICA DE CUERPO EXTRAÑO EN ESOFAGO,Z
429501,INSERCION DE OTRO DISPOSITIVO ESOFAGOGASTRICO,Z
429601,REPOSICIONAMIENTO DE DISPOSITIVO EN ESOFAGO VIA ENDOSCOPICA,Z
429602,EXTRACCION DE DISPOSITIVO EN ESOFAGO VIA ENDOSCOPICA,Z
430102,EXTRACCION DE CUERPO EXTRAÑO MULTIPLE (BEZOARD) POR GASTROTOMIA VIA ABIERTA,Z
430103,EXTRACCION DE CUERPO EXTRAÑO MULTIPLE (BEZOARD) POR GASTROTOMIA POR LAPAROSCOPIA,Z
434101,LIGADURA ENDOSCOPICA DE VARICES GASTRICAS,Z
434102,CONTROL ENDOSCOPICO DE HEMORRAGIA GASTRICA MEDIANTE ESCLEROTERAPIA,Z
434103,CONTROL ENDOSCOPICO DE HEMORRAGIA GASTRICA MEDIANTE CORRIENTE BIPOLAR,Z
434201,RESECCION DE LESION O TUMOR SUBMUCOSO GASTRICO VIA ENDOSCOPICA,Z
434500,MUCOSECTOMIA ENDOSCOPICA GASTRICA SOD,Z
441200,GASTROSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD,Z
441301,ESOFAGOGASTRODUODEOSCOPIA [EGD] CON EXTRACCION DE CUERPO EXTRAÑO,Z
441302,ESOFAGOGASTRODUODENOSCOPIA [EGD] CON O SIN BIOPSIA,Z
441303,ESOFAGOGASTRODUODENOSCOPIA [EGD] CON MAGNIFICACION O CROMOENDOSCOPIA,Z
441304,MARCACION DE LESION EN ESOFAGO ESTOMAGO O DUODENO VIA ENDOSCOPICA,Z
441501,BIOPSIA DE ESTOMAGO VIA ABIERTA,Z
441502,BIOPSIA DE ESTOMAGO VIA LAPAROSCOPICA,Z
444305,CONTROL DE HEMORRAGIA GASTRICA O DUODENAL CON DISPOSITIVO VIA ENDOSCOPICA,Z
446601,CIRUGIA ANTIRREFLUJO GASTROESOFAGICO CON RECONSTRUCCION DEL ESFINTER ESOFAGICO  VIA INFERIOR TRANSTORACICA,Z
446602,CIRUGIA ANTIRREFLUJO GASTROESOFAGICO CON RECONSTRUCCION DEL ESFINTER ESOFAGICO INFERIOR  VIA ABDOMINAL,Z
446603,REINTERVENCION EN ANTIRREFLUJO GASTROESOFAGICO CON RECONSTRUCCION DEL ESFINTER ESOFAGICO INFERIOR.,Z
446604,CIRUGIA ANTIRREFLUJO GASTROESOFAGICO MAS RECONSTRUCCION DE ESFINTER POR LAPAROSCOPIA O TORACOSCOPIA,Z
449001,ABLACION DE LESION GASTRICA VIA ENDOSCOPICA,Z
450001,EXTRACCION DE CUERPO EXTRAÑO INTESTINAL POR ENTEROTOMIA VIA ABIERTA,Z
451100,ENDOSCOPIA TRANSABDOMINAL DE INTESTINO DELGADO SOD,Z
451200,ENDOSCOPIA DE INTESTINO DELGADO A TRAVES DE ESTOMA ARTIFICIAL SOD,Z
451302,ENTEROSCOPIA O ENDOSCOPIA DE INTESTINO DELGADO DESPUES DE DUODENO,Z
452301,COLONOSCOPIA TOTAL,Z
452401,SIGMOIDOSCOPIA FLEXIBLE O RIGIDA,Z
453002,RESECCION O ABLACION DE LESION DE DUODENO VIA ENDOSCOPICA,Z
453100,OTRA ELIMINACION O ESCISION DE LESION DE DUODENO SOD,Z
454203,CONTROL DE HEMORRAGIA DE COLON O RECTO VIA ENDOSCOPICA,Z
456400,RESECCION INTESTINAL CONDUCTO ONFALOMESENTERICO SOD,Z
457101,COLECTOMIA PARCIAL CON COLOSTOMIA O ILEOSTOMIA Y FISTULA MUCOSA VIA ABIERTA,Z
459501,ANASTOMOSIS DE INTESTINO DELGADO AL ANO  CON FORMACION DE RESERVORIO VIA ABIERTA,Z
463200,YEYUNOSTOMIA PERCUTANEA (ENDOSCOPICA) SOD,Z
464001,REMODELACION DE ESTOMA INTESTINAL,Z
465101,CIERRE DE ESTOMA DE INTESTINO DELGADO VIA ABIERTA,Z
465201,CIERRE DE ESTOMA DE INTESTINO GRUESO VIA ABIERTA,Z
466302,CECOCOLOPEXIA,Z
467601,CIERRE DE FISTULA ENTEROCOLICA (UNA O MAS) VIA ABIERTA,Z
467901,RESECCION INTESTINAL Y DE QUISTE POR PERITONITIS MECONIAL,Z
467902,RESECCION DE DUPLICACION INTESTINAL,Z
467903,ANASTOMOSIS ILEO-COLICA LATEROLATERAL POR AGANGLIOSIS,Z
467904,ALARGAMIENTO INTESTINAL,Z
467905,RECONSTRUCCION GASTROINTESTINAL AUTOLOGA,Z
467906,REPARACION O CIERRE DE PERFORACION DE INTESTINO GRUESO VIA ENDOSCOPICA,Z
468020,DESCOMPRESION ENDOSCOPICA DE DILATACION AGUDA DE COLON (OGILVIE),Z
468021,DESCOMPRESION ENDOSCOPICA DE VOLVULO DE COLON (SIGMOIDE),Z
468102,DESPLAZAMIENTO DE CONTENIDO INTESTINAL POR ENDOSCOPIA,Z
468501,DILATACION DEL COLON POR COLONOSCOPIA,Z
469500,PERFUSION LOCAL DE INTESTINO DELGADO SOD,Z
469600,PERFUSION LOCAL DE INTESTINO GRUESO SOD,Z
469701,EXTRACCION ENDOSCOPICA DE CUERPO EXTRAÑO EN INTESTINO DELGADO,Z
480100,PROCTOTOMIA  VIA ABDOMINAL O PERINEAL SOD,Z
482101,PROCTOSIGMOIDOSCOPIA TRANSABDOMINAL,Z
482201,PROCTOSIGMOIDOSCOPIA A TRAVES DEL ESTOMA ARTIFICIAL,Z
482301,PROCTOSIGMOIDOSCOPIA,Z
482400,BIOPSIA CERRADA (ENDOSCOPICA) DE RECTO O SIGMOIDE SOD,Z
482500,BIOPSIA ABIERTA DE RECTO O SIGMOIDE SOD,Z
482600,BIOPSIA DE TEJIDO PERIRRECTAL SOD,Z
483801,EXTRACCION DE CUERPO EXTRAÑO EN RECTO  VIA RECTAL ABIERTA,Z
483802,EXTRACCION DE CUERPO EXTRAÑO EN RECTO  VIA ABDOMINAL,Z
486500,RESECCION DE MUÑON RECTAL POST-DUHAMEL SOD,Z
487302,FISTULECTOMIA RECTO-VESICAL CON COLOSTOMIA,Z
487303,FISTULECTOMIA RECTO-URETRAL CON COLOSTOMIA.,Z
487602,CORRECCION DE PROLAPSO POR RESECCION DE PROCIDENCIA RECTAL CON ANASTOMOSIS VIA PERINEAL,Z
487701,DESCENSO RECTAL VIA SAGITAL POSTERIOR,Z
487702,DESCENSO RECTAL VIA ANTERIOR Y POSTERIOR,Z
487704,DESCENSO RECTAL ABDOMINOPERINEAL POR AGANGLIOSIS VIA ABIERTA,Z
487705,DESCENSO RECTAL ABDOMINOPERINEAL POR AGANGLIOSIS VIA LAPAROSCOPICA,Z
487706,DESCENSO RECTAL ABDOMINOPERINEAL ENDOANAL,Z
487707,DESCENSO RECTAL ABDOMINOPERINEAL ENDOANAL ASISTIDO POR LAPAROTOMIA,Z
487708,DESCENSO RECTAL ABDOMINOPERINEAL ENDOANAL ASISTIDO POR LAPAROSCOPIA,Z
487902,REPARACION DE RECTO PROLAPSADO POR INFILTRACION PERIRRECTAL,Z
487903,CORRECCION DE ATRESIA RECTAL  VIA SAGITAL POSTERIOR,Z
487904,CORRECCION DE LA ESTENOSIS RECTAL VIA SAGITAL POSTERIOR,Z
488101,DRENAJE DE COLECCION RECTAL,Z
488103,DRENAJE DE COLECCION PERIRRECTAL  RETRORECTAL O PELVICA VIA ABIERTA,Z
488104,DRENAJE DE COLECCION PERIRRECTAL  RETRORECTAL O PELVICA POR LAPAROSCOPIA,Z
489100,INCISION DE ESTENOSIS RECTAL SOD,Z
489200,MIOMECTOMIA ANO-RECTAL SOD,Z
489400,DILATACION INSTRUMENTAL ENDOSCOPICA DE RECTO SOD,Z
490100,DRENAJE DE COLECCION ISQUIORRECTAL SOD,Z
492200,BIOPSIA DE TEJIDO PERIANAL SOD,Z
492300,BIOPSIA DE ANO SOD,Z
492401,ELECTROESTIMULACION PERINEAL,Z
492501,EVALUACION ANATOMICA O FUNCIONAL DE CLOACA,Z
497101,SUTURA DE LACERACION O DESGARRO DE ANO,Z
497301,FISTULECTOMIA ANO-VESTIBULAR,Z
497302,FISTULECTOMIA ANO-PERINEAL,Z
497501,CONSTRUCCION DE ANO  POR AGENESIA CONGENITA,Z
497502,RECONSTRUCCION DE ANO  POR ATRESIA ANAL,Z
497503,ESFINTEROPLASTIA ANAL,Z
497504,ANOPLASTIA POR ESTENOSIS,Z
497506,CORRECCION DE ANO IMPERFORADO Y FISTULA RECTO-VESICAL  VIA SAGITAL POSTERIOR,Z
497507,CORRECCION DE ANO IMPERFORADO Y FISTULA RECTO-VESICAL  VIA COMBINADA,Z
499100,INCISION DE TABIQUE ANAL SOD,Z
499400,REDUCCION DE PROLAPSO ANAL SOD,Z
499500,CONTROL DE HEMORRAGIA (POSOPERATORIA) DE ANO SOD,Z
499600,RETIRO DE MATERIAL DE CERCLAJE SOD,Z
501002,BIOPSIA CERRADA (PERCUTANEA) (AGUJA) DE HIGADO,Z
501003,BIOPSIA POR LAPAROSCOPIA DE HIGADO,Z
501004,BIOPSIA POR VIA ENDOVASCULAR (TRANSYUGULAR) DE HIGADO,Z
502101,DRENAJE DE LESION HEPATICA VIA ABIERTA,Z
502102,DRENAJE DE LESION HEPATICA VIA PERCUTANEA,Z
502103,DRENAJE DE LESION HEPATICA VIA LAPAROSCOPICA,Z
509300,PERFUSION LOCALIZADA DE HIGADO SOD,Z
509400,INYECCION DE SUSTANCIA TERAPEUTICA EN HIGADO SOD,Z
511000,COLANGIO-PANCREATOGRAFIA RETROGRADA ENDOSCOPICA SOD,Z
511102,COLANGIOGRAFIA ENDOSCOPICA RETROGRADA (TRANSDUODENAL),Z
512200,FULGURACION DE LESIONES POR COLANGIOPANCREATOGRAFIA ENDOSCOPICA RETROGRADA SOD,Z
518600,INSERCION ENDOSCOPICA DE TUBO DE DRENAJE NASOBILIAR SOD,Z
518801,EXTRACCION ENDOSCOPICA DE CALCULOS DE LAS VIAS BILIARES CON ESFINTEROTOMIA,Z
519100,REPARACION DE LESION DE VESICULA BILIAR SOD,Z
521401,BIOPSIA DE DUCTO PANCREATICO VIA ENDOSCOPICA,Z
529300,INSERCION ENDOSCOPICA DE TUBO TUTOR (PROTESIS  STENT) EN EL CONDUCTO PANCREATICO SOD,Z
529400,EXTRACCION ENDOSCOPICA DE CALCULOS DEL CONDUCTO PANCREATICO SOD,Z
529800,DILATACION ENDOSCOPICA DE DUCTO PANCREATICO SOD,Z
541501,EXPLORACION DE ESPACIO RETROPERITONEAL,Z
541801,MARSUPIALIZACION ABDOMINAL POR PANCREATITIS,Z
543301,ESCISION DE LESION AMPLIA EN LA PARED ABDOMINAL CON ROTACION DE COLGAJO,Z
543302,ESCISION DE LESION AMPLIA EN LA PARED ABDOMINAL CON PROTESIS,Z
546100,NUEVO CIERRE DE DISRUPCION POSTOPERATORIA DE PARED ABDOMINAL (EVISCERACION) SOD,Z
546200,CIERRE RETARDADO DE HERIDA ABDOMINAL EN FASE DE GRANULACION SOD,Z
547401,EVENTRORRAFIA CON COLOCACION DE MALLA,Z
549002,INSERCION DE CATETER PERMANENTE PARA HEMODIALISIS,Z
549005,COLOCACION DE CATETER PARA DIALISIS PERITONEAL VIA ABIERTA,Z
549006,COLOCACION DE CATETER PARA DIALISIS PERITONEAL VIA PERCUTANEA,Z
549007,COLOCACION DE CATETER PARA DIALISIS PERITONEAL VIA LAPAROSCOPICA,Z
549011,RETIRO DE CATETER PERITONEAL PARA QUIMIOTERAPIA INTRAARTERIAL,Z
549012,RETIRO DE CATETER PERMANENTE PARA HEMODIALISIS,Z
549013,RETIRO DE OTRO CATETER PERITONEAL,Z
549501,PLICATURA DE PERITONEO [NOBLE MODIFICADA],Z
549700,INYECCION DE SUSTANCIA TERAPEUTICA DE ACCION LOCAL EN CAVIDAD PERITONEAL SOD,Z
550102,EXPLORACION DE RIÑON POR NEFROTOMIA,Z
550201,NEFROSTOMIA VIA ABIERTA,Z
550202,NEFROSTOMIA VIA PERCUTANEA,Z
550203,NEFROSTOMIA VIA LAPAROSCOPICA,Z
550204,RETIRO DE NEFROSTOMIA,Z
551101,EXPLORACION DE PELVIS RENAL POR PIELOTOMIA VIA ABIERTA,Z
551102,EXPLORACION DE PELVIS RENAL POR PIELOTOMIA VIA LAPAROSCOPICA,Z
551201,PIELOSTOMIA O INSERCION DE TUBO PARA DRENAJE DE PELVIS RENAL VIA ABIERTA,Z
551202,PIELOSTOMIA O INSERCION DE TUBO PARA DRENAJE DE PELVIS RENAL VIA PERCUTANEA,Z
551203,PIELOSTOMIA O INSERCION DE TUBO PARA DRENAJE DE PELVIS RENAL VIA LAPAROSCOPICA,Z
551204,RETIRO DE PIELOSTOMIA,Z
552101,NEFROSCOPIA VIA PERCUTANEA,Z
552102,NEFROSCOPIA VIA LAPAROSCOPICA,Z
552103,NEFROSCOPIA VIA ENDOSCOPICA RETROGRADA,Z
552201,PIELOSCOPIA VIA PERCUTANEA,Z
552202,PIELOSCOPIA VIA LAPAROSCOPICA,Z
552203,PIELOSCOPIA VIA ENDOSCOPICA RETROGRADA,Z
552601,BIOPSIA RIÑON POR LUMBOTOMIA,Z
552602,BIOPSIA RIÑON POR LAPAROTOMIA,Z
552603,BIOPSIA DE RIÑON VIA PERCUTANEA,Z
552604,BIOPSIA DE RIÑON VIA ENDOSCOPICA,Z
552605,BIOPSIA DE RIÑON VIA LAPAROSCOPICA,Z
552606,BIOPSIA TEJIDOS PERIRRENALES POR LUMBOTOMIA,Z
552607,BIOPSIA TEJIDOS PERIRRENALES POR LAPAROTOMIA,Z
552608,BIOPSIA TEJIDOS PERIRRENALES VIA PERCUTANEA,Z
552609,BIOPSIA TEJIDOS PERIRRENALES VIA LAPAROSCOPICA,Z
553101,ESCISION LOCAL O ABLACION DE LESION RENAL VIA ABIERTA,Z
553102,RESECCION ENDOSCOPICA DE LESION PIELICA,Z
553103,ESCISION LOCAL O ABLACION DE LESION RENAL VIA PERCUTANEA,Z
553104,ESCISION LOCAL O ABLACION DE LESION RENAL VIA LAPAROSCOPICA,Z
553105,DIVERTICULECTOMIA U OBLITERACION DE DIVERTICULO DE CALIZ VIA ABIERTA,Z
553106,DIVERTICULECTOMIA U OBLITERACION DE DIVERTICULO DE CALIZ VIA PERCUTANEA,Z
553107,DIVERTICULECTOMIA U OBLITERACION DE DIVERTICULO DE CALIZ VIA LAPAROSCOPICA,Z
553108,ABLACION DE LESION EN PELVIS RENAL VIA ENDOSCOPICA,Z
554001,NEFRECTOMIA PARCIAL POR LAPAROTOMIA,Z
554002,NEFRECTOMIA PARCIAL POR LUMBOTOMIA,Z
554003,NEFRECTOMIA PARCIAL POR LAPAROSCOPIA,Z
554102,HEMINEFRECTOMIA POR LUMBOTOMIA,Z
554103,HEMINEFRECTOMIA POR LAPAROTOMIA,Z
555101,NEFROURETERECTOMIA CON SEGMENTO DE VEJIGA VIA ABIERTA,Z
555102,NEFROURETERECTOMIA TOTAL (UNILATERAL),Z
555103,NEFROURETERECTOMIA CON SEGMENTO VESICAL VIA LAPAROSCOPICA,Z
555301,REMOCION DE RIÑON TRASPLANTADO O RECHAZADO VIA ABIERTA,Z
555302,REMOCION DE RIÑON TRASPLANTADO O RECHAZADO VIA LAPAROSCOPICA,Z
555606,RESECCION DE RIÑON UNILATERAL TOTAL [NEFRECTOMIA SIMPLE] POR LUMBOTOMIA,Z
555607,RESECCION DE RIÑON UNILATERAL TOTAL [NEFRECTOMIA SIMPLE] POR LAPAROTOMIA,Z
555608,RESECCION DE RIÑON UNILATERAL TOTAL [NEFRECTOMIA SIMPLE] VIA LAPAROSCOPICA,Z
555702,NEFRECTOMIA RADICAL POR LUMBOTOMIA,Z
555703,NEFRECTOMIA RADICAL POR LAPAROTOMIA,Z
555721,NEFRECTOMIA RADICAL POR LAPAROSCOPIA,Z
557001,NEFROPEXIA POR VIA ABIERTA,Z
558101,NEFRORRAFIA O SUTURA DE LACERACION RENAL VIA ABIERTA,Z
558202,CIERRE DE NEFROSTOMIA O PIELOSTOMIA VIA ABIERTA,Z
558203,CIERRE DE NEFROSTOMIA O PIELOSTOMIA VIA LAPAROSCOPICA,Z
558301,CIERRE DE FISTULA NEFROVISCERAL VIA ABIERTA,Z
558302,CIERRE DE FISTULA NEFROVISCERAL VIA LAPAROSCOPICA,Z
558501,SINFISIOTOMIA DE RIÑON EN HERRADURA VIA ABIERTA,Z
558502,SINFISIOTOMIA DE RIÑON EN HERRADURA VIA LAPAROSCOPICA,Z
558601,NEFRO-PIELO-URETEROSTOMIA VIA ABIERTA,Z
558602,NEFRO-PIELO-URETEROSTOMIA VIA LAPAROSCOPICA,Z
558603,ANASTOMOSIS PIELO-URETERO-VESICAL VIA ABIERTA,Z
558604,ANASTOMOSIS PIELO-URETERO-VESICAL VIA LAPAROSCOPICA,Z
558605,ANASTOMOSIS URETERO CALICIAL O NEFROCALICOSTOMIA VIA ABIERTA,Z
558606,ANASTOMOSIS URETERO CALICIAL O NEFROCALICOSTOMIA VIA LAPAROSCOPICA,Z
558607,NEFROENTEROSTOMIA CUTANEA VIA ABIERTA,Z
558608,NEFROENTEROSTOMIA CUTANEA VIA LAPAROSCOPICA,Z
558701,PIELOPLASTIA VIA ABIERTA,Z
558720,PIELOPLASTIA ENDOSCOPICA (POR ENDOPIELOTOMIA O ANTEROGRADA),Z
558730,PIELOPLASTIA POR LAPAROSCOPIA,Z
558740,PIELOPLASTIA ENDOSCOPICA (RETROGRADA),Z
558801,LIBERACION DE ADHERENCIAS PIELICAS O URETEROPIELICAS POR VIA ABIERTA,Z
558811,LIBERACION DE ADHERENCIAS PIELICAS O URETEROPIELICAS POR LAPAROSCOPIA,Z
559210,RENOPUNCION O PUNCION RENAL PERCUTANEA,Z
559220,DRENAJE PERCUTANEO DE COLECCION O QUISTE RENAL,Z
559300,REEMPLAZO DE CATETER DE NEFROSTOMIA SOD,Z
559400,REEMPLAZO DE CATETER DE PIELOSTOMIA SOD,Z
559500,PERFUSION LOCAL DE RIÑON SOD,Z
559601,INYECCION RENAL ESCLEROSANTE  VIA PERCUTANEA,Z
561101,MEATOTOMIA URETERAL VIA ABIERTA,Z
561102,MEATOTOMIA URETERAL VIA ENDOSCOPICA,Z
562101,EXPLORACION DE URETER POR URETEROTOMIA (VIA ABIERTA),Z
563101,URETEROSCOPIA ANTEROGRADA DIAGNOSTICA,Z
563102,URETEROSCOPIA RETROGRADA DIAGNOSTICA,Z
563301,BIOPSIA DE URETER ANTEROGRADA VIA ENDOSCOPICA,Z
563311,BIOPSIA DE URETER RETROGRADA VIA ENDOSCOPICA,Z
563321,BIOPSIADE URETER VIA LAPAROSCOPICA,Z
563401,BIOPSIA DE URETER VIA ABIERTA,Z
563510,ENDOSCOPIA (FLEXIBLE) DEL CONDUCTO ILEAL,Z
563520,ENDOSCOPIA (FLEXIBLE) DEL CONDUCTO COLONICO,Z
564101,URETERECTOMIA PARCIAL VIA ABIERTA,Z
564120,ESCISION DE LESION URETERAL O PARA URETERAL,Z
564121,ABLACION DE LESION URETERAL VIA ENDOSCOPICA,Z
564130,ACORTAMIENTO O REMODELACION DE URETER CON REIMPLANTACION URETEROVESICAL,Z
564201,URETERECTOMIA TOTAL O RESIDUAL POR VIA ABIERTA,Z
565101,URETEROILEOSTOMIA CUTANEA [CIRUGIA DE BRICKER],Z
565201,URETEROSIGMOIDOSTOMIA,Z
565410,URETERONEOCECOCISTOPLASTIA,Z
565610,URETEROCOLOSTOMIA,Z
565710,URETERONEOPROCTOSTOMIA (ANASTOMOSIS DE URETERES A RECTO AISLADO IN SITU) [OPERACION DE HEINZ-BOYER],Z
566001,URETEROSTOMIA CUTANEA VIA ABIERTA,Z
566002,URETEROSTOMIA CUTANEA VIA LAPAROSCOPICA,Z
566201,REVISION DE ESTOMA DE URETEROSTOMIA CUTANEA VIA ABIERTA,Z
566202,REVISION DE ESTOMA DE URETEROSTOMIA CUTANEA VIA LAPAROSCOPICA,Z
567401,URETERONEOCISTOSTOMIA POR ANASTOMOSIS O REIMPLANTACION URETEROVESICAL VIA ABIERTA,Z
567402,URETERONEOCISTOSTOMIA POR ANASTOMOSIS O REIMPLANTACION URETEROVESICAL VIA LAPAROSCOPICA,Z
567403,URETERONEOCISTOSTOMIA CON TECNICA DE ALARGAMIENTO VESICAL (CON COLGAJO O PLIEGUE VESICAL) VIA ABIERTA,Z
567404,URETERONEOCISTOSTOMIA CON TECNICA DE ALARGAMIENTO VESICAL (CON COLGAJO O PLIEGUE VESICAL) VIA LAPAROSCOPICA,Z
567405,REANASTOMOSIS URETERO-VESICAL VIA ABIERTA,Z
567406,REANASTOMOSIS URETERO-VESICAL VIA LAPAROSCOPICA,Z
567501,TRANSURETERO-URETEROSTOMIA VIA ABIERTA,Z
567502,TRANSURETERO-URETEROSTOMIA VIA LAPAROSCOPICA,Z
568201,SUTURA DE LACERACION DE URETER O URETERORRAFIA VIA ABIERTA,Z
568202,SUTURA DE LACERACION DE URETER O URETERORRAFIA VIA LAPAROSCOPICA,Z
568301,CIERRE DE URETEROSTOMIA VIA ABIERTA,Z
568401,CIERRE DE FISTULA URETERO-ENTERICA O URETEROVISCERAL VIA ABIERTA,Z
568402,CIERRE DE FISTULA URETERO-ENTERICA O URETEROVISCERAL VIA LAPAROSCOPICA,Z
568901,INJERTO DE URETER VIA ABIERTA,Z
568902,INJERTO DE URETER VIA LAPAROSCOPICA,Z
568903,RESECCION DE URETEROCELE Y REIMPLANTE DE URETER IPSILATERAL VIA ABIERTA,Z
568904,RESECCION DE URETEROCELE Y REIMPLANTE DE URETER IPSILATERAL VIA LAPAROSCOPICA,Z
568905,RESECCION ENDOSCOPICA DE URETEROCELE,Z
568906,REEMPLAZO DE URETER CON SEGMENTO ILEAL IMPLANTADO EN VEJIGA VIA ABIERTA,Z
568907,REEMPLAZO DE URETER CON SEGMENTO ILEAL IMPLANTADO EN VEJIGA VIA LAPAROSCOPICA,Z
568908,RECONSTRUCCION DE VIA URINARIA EN RIÑON TRASPLANTADO,Z
569001,DILATACION DE MEATO URETERAL,Z
569002,DILATACION URETERAL VIA ENDOSCOPICA,Z
569101,LIGADURA DE URETER VIA ABIERTA,Z
569102,LIGADURA DE URETER VIA LAPAROSCOPICA,Z
570101,LIMPIEZA Y DRENAJE TRANSURETRAL DE VEJIGA,Z
571102,CISTOTOMIA VIA ABIERTA,Z
571103,CISTOTOMIA VIA PERCUTANEA,Z
571104,CISTOTOMIA VIA LAPAROSCOPICA,Z
571201,CISTOSTOMIA VIA LAPAROSCOPICA,Z
571210,CISTOSTOMIA VIA ABIERTA,Z
571220,CISTOSTOMIA VIA PERCUTANEA,Z
572101,VESICOSTOMIA (CUTANEA),Z
572201,REVISION DE VESICOSTOMIA VIA ABIERTA,Z
573201,CISTOSCOPIA TRANSURETRAL,Z
573301,BIOPSIA UNICA DE VEJIGA TRANSURETRAL,Z
573302,BIOPSIA MULTIPLE DE VEJIGA TRANSURETRAL,Z
573500,BIOPSIA DE TEJIDO PERIVESICAL SOD,Z
574100,ABLACION TRANSURETRAL DE ADHERENCIAS INTRALUMINALES VESICALES SOD,Z
574201,RESECCION DE LESION VESICAL VIA ENDOSCOPICA,Z
574202,FULGURACION ENDOSCOPICA DE LESION VESICAL,Z
574203,ABLACION DE LESION VESICAL VIA ENDOSCOPICA,Z
575202,RESECCION O FULGURACION SUPRAPUBICA DE LESION VESICAL  VIA ABIERTA,Z
575203,ENDOMETRECTOMIA DE VEJIGA VIA ABIERTA,Z
575204,ENDOMETRECTOMIA DE VEJIGA VIA LAPAROSCOPICA,Z
575205,RESECCION O FULGURACION SUPRAPUBICA DE LESION VESICAL VIA LAPAROSCOPICA,Z
575206,RESECCION DE DIVERTICULO VESICAL VIA LAPAROSCOPICA,Z
576011,CISTECTOMIA PARCIAL POR LAPAROSCOPIA,Z
576060,RESECCION DE CUELLO VESICAL TRANSVESICAL,Z
576061,RESECCION TRANSURETRAL (ENDOSCOPICA) DE CUELLO VESICAL,Z
578201,CIERRE DE CISTOSTOMIA (FISTULECTOMIA VESICO-CUTANEA),Z
578202,CIERRE DE VESICOSTOMIA,Z
578401,FISTULECTOMIA CERVICO-VESICAL,Z
578450,FISTULECTOMIA URETRO-PERINEO-VESICAL,Z
578501,PLICATURA DE ESFINTER VESICAL,Z
578600,REPARACION DE EXTROFIA VESICAL SOD,Z
578701,AMPLIACION DE VEJIGA CON SEGMENTO AISLADO DE ILEON,Z
578702,AMPLIACION DE VEJIGA CON SEGMENTO DE COLON,Z
578703,AMPLIACION DE VEJIGA CON SEGMENTO DE ESTOMAGO,Z
578704,ILEO-CECO-CISTOPLASTIA,Z
578801,ANASTOMOSIS DE VEJIGA CON SEGMENTO INTESTINAL,Z
579101,ESFINTEROTOMIA VESICAL CERRADA ENDOSCOPICA,Z
579930,LIBERACION DE ADHERENCIAS EN VEJIGA,Z
580010,RESECCION O ESCISION DE TABIQUE URETRAL,Z
580110,URETROSTOMIA PERINEAL,Z
581010,MEATOTOMIA URETRAL EXTERNA,Z
582101,URETROSCOPIA PERINEAL,Z
582301,BIOPSIA DE URETRA VIA ABIERTA,Z
582302,BIOPSIA DE URETRA VIA ENDOSCOPICA,Z
582401,BIOPSIA DE TEJIDO PERIURETRAL VIA ABIERTA,Z
582402,BIOPSIA DE TEJIDO PERIURETRAL VIA PERCUTANEA,Z
583101,FULGURACION ENDOSCOPICA DE LESIONES URETRALES,Z
583102,ESCISION ENDOSCOPICA DE VALVA CONGENITA DE URETRA,Z
583103,RESECCION O ABLACION ENDOSCOPICA DE LESION O TEJIDO URETRAL,Z
583201,FULGURACION DE LESIONES URETRALES  VIA ABIERTA,Z
583202,ESCISION DE VALVA CONGENITA DE URETRA  VIA ABIERTA,Z
583230,URETRECTOMIA SIMPLE  VIA ABIERTA,Z
584103,URETRORRAFIA PERINEAL,Z
